hhweight;cluster_nb;hh_nb;year;urban_rural;rooms_per_person;telephone;radio;electricity;tv;fridge;motorcycle;car_truck;recode_floor;recode_water;recode_toilet
0,608598853;140;4;2018;rural;0,5;0;1;1;0;0;0;0;0;0;1
0,608598853;140;6;2018;rural;0,3;0;1;0;0;0;0;0;1;0;4
0,608598853;140;7;2018;rural;0,333333333;0;1;0;0;0;0;0;1;0;4
0,608598853;140;8;2018;rural;0,2;0;1;0;0;0;0;0;1;0;1
0,608598853;140;9;2018;rural;0,166666667;0;1;0;0;0;0;0;1;0;4
0,608598853;140;10;2018;rural;0,5;0;1;0;0;0;0;0;0;0;4
0,608598853;140;11;2018;rural;0,5;0;1;0;0;0;0;0;1;0;4
0,608598853;140;12;2018;rural;0,333333333;0;0;0;0;0;0;0;1;0;1
0,608598853;140;13;2018;rural;0,2;0;1;0;0;0;0;0;0;1;1
0,608598853;140;15;2018;rural;0,333333333;0;0;0;0;0;0;0;1;0;1
0,608598853;140;16;2018;rural;0,2;0;0;0;0;0;1;1;0;1;1
0,608598853;140;17;2018;rural;0,25;0;1;0;0;0;0;0;1;1;4
0,608598853;140;18;2018;rural;0,333333333;0;1;0;0;0;0;0;1;1;1
0,608598853;140;19;2018;rural;0,5;0;1;0;0;0;1;0;0;0;1
0,608598853;140;20;2018;rural;0,666666667;0;1;0;0;0;0;0;0;1;1
0,608598853;140;21;2018;rural;0,4;0;1;0;0;0;0;0;1;1;1
0,608598853;140;22;2018;rural;0,333333333;0;0;0;0;0;0;0;0;1;1
0,608598853;140;23;2018;rural;0,166666667;0;0;0;0;0;0;0;1;1;1
0,608598853;140;24;2018;rural;0,333333333;0;1;0;0;0;0;0;1;1;1
0,608598853;140;25;2018;rural;0,4;0;1;1;0;0;0;0;1;1;1
0,608598853;140;26;2018;rural;0,5;0;0;0;0;0;0;0;0;1;1
0,749191757;141;1;2018;rural;0,333333333;0;1;0;0;0;0;0;1;1;1
0,749191757;141;2;2018;rural;0,333333333;1;1;0;0;0;0;0;1;1;1
0,749191757;141;3;2018;rural;0,25;0;1;0;0;0;0;0;1;1;4
0,749191757;141;4;2018;rural;0,666666667;0;1;0;0;0;0;0;1;1;1
0,749191757;141;5;2018;rural;0,4;0;1;0;0;0;0;0;1;1;1
0,749191757;141;6;2018;rural;0,4;0;0;0;0;0;0;0;0;1;1
0,749191757;141;7;2018;rural;0,222222222;0;0;0;0;0;0;0;1;1;1
0,749191757;141;9;2018;rural;0,5;0;1;0;0;0;1;0;1;1;1
0,749191757;141;10;2018;rural;1;0;1;0;0;0;0;0;1;1;1
0,749191757;141;11;2018;rural;0,2;0;1;0;0;0;0;0;1;1;1
0,749191757;141;12;2018;rural;0,333333333;0;0;0;0;0;0;0;0;1;1
0,749191757;141;13;2018;rural;0,666666667;0;1;0;0;0;0;0;1;1;4
0,749191757;141;14;2018;rural;0,142857143;0;1;0;0;0;0;0;1;1;1
0,749191757;141;15;2018;rural;0,2;0;1;0;0;0;0;0;1;1;1
0,749191757;141;16;2018;rural;0,5;0;1;0;0;0;0;0;0;1;1
0,749191757;141;17;2018;rural;0,25;0;0;0;0;0;0;0;1;1;1
0,749191757;141;18;2018;rural;0,333333333;0;1;0;0;0;0;0;1;1;1
0,749191757;141;19;2018;rural;0,125;0;0;0;0;0;0;0;0;1;4
0,749191757;141;20;2018;rural;0,333333333;0;0;0;0;0;0;0;0;1;1
0,749191757;141;23;2018;rural;0,285714286;0;0;0;0;0;0;0;0;1;1
0,749191757;141;24;2018;rural;0,333333333;0;1;0;0;0;0;0;0;1;1
0,749191757;141;25;2018;rural;0,4;0;1;0;0;0;0;0;0;1;1
0,749191757;141;26;2018;rural;0,333333333;0;1;0;0;0;0;0;0;1;1
0,73439812;142;1;2018;rural;0,125;0;0;0;0;0;0;0;0;1;1
0,73439812;142;2;2018;rural;0,125;0;0;0;0;0;0;0;0;1;1
0,73439812;142;3;2018;rural;0,142857143;0;0;0;0;0;0;0;1;1;1
0,73439812;142;4;2018;rural;0,285714286;0;1;1;0;0;0;0;1;1;1
0,73439812;142;5;2018;rural;0,5;0;1;0;0;0;0;0;0;1;1
0,73439812;142;6;2018;rural;0,333333333;0;1;0;0;0;0;0;1;1;1
0,73439812;142;7;2018;rural;0,142857143;0;0;0;0;0;0;0;0;0;1
0,73439812;142;8;2018;rural;0,5;0;1;0;0;0;0;0;0;1;1
0,73439812;142;9;2018;rural;0,333333333;0;1;1;0;0;0;0;0;0;1
0,73439812;142;10;2018;rural;0,5;0;0;0;0;0;0;0;0;0;1
0,73439812;142;11;2018;rural;0,333333333;0;1;0;0;0;0;0;0;0;1
0,73439812;142;12;2018;rural;0,5;0;1;1;0;0;0;0;0;0;1
0,73439812;142;13;2018;rural;0,4;0;1;0;0;0;0;0;0;1;1
0,73439812;142;14;2018;rural;1;0;1;1;0;0;0;0;0;0;1
0,73439812;142;15;2018;rural;0,5;0;1;1;1;0;0;0;1;0;1
0,73439812;142;16;2018;rural;0,153846154;0;0;0;0;0;0;0;0;1;1
0,73439812;142;17;2018;rural;0,333333333;0;1;1;0;0;0;0;0;0;1
0,73439812;142;18;2018;rural;0,166666667;0;0;0;0;0;0;0;1;0;4
0,73439812;142;19;2018;rural;0,111111111;0;1;0;0;0;0;0;0;0;1
0,73439812;142;20;2018;rural;0,166666667;0;1;0;0;0;0;0;1;1;1
0,73439812;142;21;2018;rural;0,5;0;0;0;0;0;0;0;1;0;1
0,73439812;142;22;2018;rural;0,142857143;0;1;1;0;0;0;0;0;0;4
0,73439812;142;23;2018;rural;0,166666667;0;1;0;0;0;0;0;1;0;4
0,73439812;142;24;2018;rural;0,125;0;0;0;0;0;0;0;1;0;1
0,73439812;142;25;2018;rural;0,333333333;0;1;0;0;0;0;0;1;0;1
0,73439812;142;26;2018;rural;0,333333333;0;0;1;0;0;0;0;0;0;1
0,76768286;143;1;2018;rural;0,333333333;0;1;0;0;0;0;0;0;1;1
0,76768286;143;2;2018;rural;0,153846154;0;1;0;0;0;0;0;1;1;1
0,76768286;143;3;2018;rural;0,2;0;1;1;0;0;0;0;0;0;1
0,76768286;143;4;2018;rural;1,5;0;0;0;0;0;0;0;0;0;1
0,76768286;143;5;2018;rural;0,333333333;0;1;0;0;0;0;0;0;1;1
0,76768286;143;6;2018;rural;0,333333333;0;0;0;0;0;0;0;0;0;4
0,76768286;143;7;2018;rural;0,4;0;1;1;1;0;0;0;1;0;1
0,76768286;143;8;2018;rural;0,166666667;0;0;0;0;0;0;0;0;0;1
0,76768286;143;9;2018;rural;0,153846154;0;1;0;0;0;0;0;0;0;1
0,76768286;143;10;2018;rural;0,4;0;1;1;1;0;1;0;1;1;1
0,76768286;143;11;2018;rural;0,5;0;1;0;0;0;0;0;0;0;1
0,76768286;143;12;2018;rural;0,428571429;0;1;1;0;0;0;0;1;0;1
0,76768286;143;13;2018;rural;0,2;0;1;0;0;0;0;0;1;0;1
0,76768286;143;14;2018;rural;0,111111111;0;1;1;0;0;0;0;0;0;1
0,76768286;143;15;2018;rural;0,166666667;0;1;0;0;0;0;0;0;0;1
0,76768286;143;16;2018;rural;0,2;0;1;0;0;0;0;0;0;0;1
0,76768286;143;17;2018;rural;0,111111111;0;1;0;0;0;0;0;0;0;1
0,76768286;143;18;2018;rural;0,2;0;1;0;0;0;0;0;1;1;1
0,76768286;143;19;2018;rural;0,5;0;1;0;0;0;0;0;1;1;1
0,76768286;143;20;2018;rural;1;0;1;0;0;0;0;0;0;1;1
0,76768286;143;21;2018;rural;0,166666667;0;1;0;0;0;0;0;0;0;1
0,76768286;143;22;2018;rural;0,25;0;1;1;0;0;0;0;1;0;1
0,76768286;143;23;2018;rural;0,333333333;0;1;0;0;0;0;0;0;1;1
0,76768286;143;24;2018;rural;0,5;0;1;0;0;0;0;0;0;0;1
0,76768286;143;25;2018;rural;0,25;0;1;1;0;0;0;0;0;0;1
0,76768286;143;26;2018;rural;0,333333333;0;1;0;0;0;0;0;0;1;1
0,578951424;144;1;2018;rural;0,2;0;1;0;0;0;0;0;0;0;1
0,578951424;144;2;2018;rural;0,5;0;0;1;0;0;0;0;0;0;1
0,578951424;144;3;2018;rural;0,5;0;0;0;0;0;0;0;1;0;1
0,578951424;144;4;2018;rural;0,5;0;1;0;0;0;0;0;1;0;1
0,578951424;144;5;2018;rural;0,25;0;1;0;0;0;0;0;0;0;1
0,578951424;144;6;2018;rural;0,5;0;1;0;0;0;0;0;1;0;1
0,578951424;144;7;2018;rural;0,333333333;0;1;0;0;0;0;0;1;1;1
0,578951424;144;8;2018;rural;0,25;0;0;0;0;0;0;0;0;0;1
0,578951424;144;10;2018;rural;0,4;0;1;1;0;0;0;0;1;1;1
0,578951424;144;11;2018;rural;0,4;0;1;1;1;0;0;0;0;1;1
0,578951424;144;12;2018;rural;0,166666667;0;1;1;0;0;0;0;1;1;1
0,578951424;144;13;2018;rural;0,333333333;0;1;0;0;0;0;0;1;1;1
0,578951424;144;14;2018;rural;0,333333333;0;0;1;0;0;0;0;1;0;1
0,578951424;144;15;2018;rural;0,2;0;0;0;0;0;0;0;1;0;1
0,578951424;144;16;2018;rural;0,5;0;1;0;0;0;0;0;0;0;1
0,578951424;144;17;2018;rural;0,333333333;0;1;0;0;0;0;0;1;0;1
0,578951424;144;18;2018;rural;0,5;0;1;1;1;0;1;0;1;1;1
0,578951424;144;19;2018;rural;0,166666667;0;1;0;0;0;0;0;0;0;1
0,578951424;144;20;2018;rural;0,333333333;0;1;1;0;0;0;0;0;0;1
0,578951424;144;21;2018;rural;0,166666667;0;0;0;0;0;0;0;0;0;1
0,578951424;144;22;2018;rural;0,285714286;0;0;0;0;0;0;0;0;0;1
0,578951424;144;23;2018;rural;0,333333333;0;1;0;0;0;0;0;0;1;1
0,578951424;144;24;2018;rural;0,111111111;0;1;1;0;0;0;0;0;0;1
0,578951424;144;25;2018;rural;0,2;0;1;0;0;0;0;0;0;0;1
0,578951424;144;26;2018;rural;0,333333333;0;1;0;0;0;0;0;0;0;1
0,520579462;145;1;2018;rural;0,5;0;0;0;0;0;0;0;0;0;1
0,520579462;145;2;2018;rural;0,2;0;1;0;0;0;0;0;1;1;1
0,520579462;145;3;2018;rural;0,125;0;0;0;0;0;0;0;0;1;1
0,520579462;145;4;2018;rural;0,25;0;1;1;0;0;0;0;1;1;1
0,520579462;145;5;2018;rural;0,25;0;0;1;0;0;0;0;0;0;1
0,520579462;145;6;2018;rural;0,4;0;1;0;0;0;0;0;1;1;1
0,520579462;145;7;2018;rural;0,166666667;0;1;0;0;0;0;0;0;0;4
0,520579462;145;8;2018;rural;0,666666667;0;1;1;0;0;0;0;0;0;1
0,520579462;145;9;2018;rural;0,5;0;1;1;0;0;0;0;0;0;1
0,520579462;145;10;2018;rural;0,125;0;1;0;0;0;0;0;0;0;1
0,520579462;145;11;2018;rural;0,5;0;1;1;0;0;0;0;1;0;1
0,520579462;145;12;2018;rural;0,5;0;1;0;0;0;0;0;0;0;1
0,520579462;145;13;2018;rural;0,5;0;0;0;0;0;0;0;1;0;1
0,520579462;145;14;2018;rural;0,6;0;1;0;0;0;0;0;0;0;1
0,520579462;145;15;2018;rural;0,25;0;0;0;0;0;0;0;0;1;1
0,520579462;145;16;2018;rural;0,166666667;0;0;0;0;0;0;0;1;0;1
0,520579462;145;17;2018;rural;0,142857143;0;1;0;0;0;0;0;0;0;1
0,520579462;145;18;2018;rural;0,25;0;1;1;0;0;0;0;0;0;1
0,520579462;145;20;2018;rural;0,222222222;0;1;0;0;0;0;0;1;0;1
0,520579462;145;21;2018;rural;0,5;0;1;0;0;0;0;0;0;0;1
0,520579462;145;22;2018;rural;0,333333333;0;0;0;0;0;0;0;0;1;1
0,520579462;145;23;2018;rural;0,5;0;1;1;0;0;0;0;1;0;1
0,520579462;145;24;2018;rural;1;0;1;0;0;0;0;0;1;0;1
0,520579462;145;25;2018;rural;0,666666667;0;1;1;0;0;0;0;0;0;4
0,520579462;145;26;2018;rural;0,222222222;0;0;0;0;0;0;0;0;0;4
0,750559664;146;1;2018;rural;0,333333333;0;1;1;0;0;0;0;0;1;1
0,750559664;146;2;2018;rural;0,25;0;1;0;0;0;0;0;0;1;1
0,750559664;146;3;2018;rural;0,25;0;0;0;0;0;0;0;0;0;1
0,750559664;146;4;2018;rural;0,375;0;1;0;0;0;0;0;0;1;4
0,750559664;146;5;2018;rural;0,5;0;1;1;0;0;0;0;1;1;1
0,750559664;146;6;2018;rural;0,444444444;0;1;1;1;0;1;0;0;1;1
0,750559664;146;7;2018;rural;0,166666667;0;1;0;0;0;0;0;0;1;4
0,750559664;146;8;2018;rural;0,166666667;0;0;0;0;0;0;0;0;1;1
0,750559664;146;9;2018;rural;0,428571429;0;1;1;0;0;0;0;1;1;1
0,750559664;146;10;2018;rural;0,166666667;0;0;0;0;0;0;0;0;1;1
0,750559664;146;11;2018;rural;0,5;0;1;0;0;0;0;0;0;0;1
0,750559664;146;12;2018;rural;0,25;0;1;0;0;0;0;0;0;1;1
0,750559664;146;13;2018;rural;0,2;0;1;1;0;0;0;0;0;1;1
0,750559664;146;14;2018;rural;1;0;1;0;0;0;0;0;0;1;1
0,750559664;146;15;2018;rural;0,5;0;0;0;0;0;0;0;0;1;1
0,750559664;146;16;2018;rural;0,285714286;0;1;1;0;0;0;0;1;1;1
0,750559664;146;17;2018;rural;0,2;0;1;1;0;0;0;0;0;0;1
0,750559664;146;18;2018;rural;0,25;0;1;1;0;0;0;0;0;0;4
0,750559664;146;19;2018;rural;0,25;0;0;1;0;0;0;0;0;0;4
0,750559664;146;20;2018;rural;0,181818182;0;1;1;0;0;0;0;0;0;4
0,750559664;146;21;2018;rural;0,25;0;1;0;0;0;0;0;0;0;4
0,750559664;146;22;2018;rural;0,153846154;0;0;0;0;0;1;0;0;0;4
0,750559664;146;24;2018;rural;0,25;0;0;0;0;0;0;0;0;0;4
0,750559664;146;25;2018;rural;0,5;0;1;0;0;0;0;0;0;0;1
0,750559664;146;26;2018;rural;0,5;0;1;0;0;0;0;0;0;1;1
0,589653825;147;1;2018;rural;0,6;0;0;0;0;0;0;0;1;1;1
0,589653825;147;2;2018;rural;0,375;0;1;1;0;0;1;0;1;1;1
0,589653825;147;3;2018;rural;0,5;0;1;1;1;0;1;0;1;1;1
0,589653825;147;4;2018;rural;0,125;0;0;0;0;0;0;0;1;1;1
0,589653825;147;5;2018;rural;0,5;0;1;0;0;0;0;0;1;1;1
0,589653825;147;6;2018;rural;0,5;0;1;1;1;0;0;0;1;1;1
0,589653825;147;7;2018;rural;0,666666667;0;0;0;0;0;0;0;1;1;1
0,589653825;147;8;2018;rural;0,666666667;0;1;0;0;0;0;0;0;1;1
0,589653825;147;9;2018;rural;0,4;0;1;0;0;0;0;0;0;1;1
0,589653825;147;10;2018;rural;0,25;0;1;0;0;0;0;0;1;1;1
0,589653825;147;11;2018;rural;0,142857143;0;1;0;0;0;0;0;0;1;1
0,589653825;147;12;2018;rural;0,333333333;0;1;1;0;0;0;0;1;1;1
0,589653825;147;13;2018;rural;0,5;0;0;1;0;0;0;0;0;1;1
0,589653825;147;14;2018;rural;0,666666667;0;1;1;0;0;0;0;1;1;1
0,589653825;147;15;2018;rural;0,333333333;0;0;1;0;0;0;0;1;1;1
0,589653825;147;16;2018;rural;0,666666667;0;1;1;1;0;1;0;1;1;1
0,589653825;147;17;2018;rural;0,25;0;0;0;0;0;0;0;0;1;1
0,589653825;147;18;2018;rural;0,25;0;1;1;0;0;0;0;1;1;1
0,589653825;147;19;2018;rural;0,25;0;1;0;0;0;0;0;1;1;1
0,589653825;147;20;2018;rural;0,333333333;0;0;0;0;0;0;0;1;1;1
0,589653825;147;21;2018;rural;0,333333333;0;0;1;0;0;0;0;1;1;1
0,589653825;147;22;2018;rural;0,75;0;1;1;1;0;0;0;1;1;1
0,589653825;147;23;2018;rural;0,333333333;0;1;0;0;0;1;0;1;1;1
0,589653825;147;24;2018;rural;0,25;0;1;0;0;0;0;0;0;1;1
0,589653825;147;25;2018;rural;0,5;0;1;0;0;0;0;0;0;1;1
0,589653825;147;26;2018;rural;0,333333333;0;0;1;0;0;0;0;0;1;1
0,650647501;148;1;2018;rural;0,25;0;1;1;0;0;0;0;0;0;1
0,650647501;148;2;2018;rural;0,333333333;0;0;1;0;0;0;0;0;1;4
0,650647501;148;3;2018;rural;0,333333333;0;1;0;0;0;0;0;0;1;4
0,650647501;148;4;2018;rural;0,333333333;0;0;0;0;0;0;0;0;0;4
0,650647501;148;5;2018;rural;0,111111111;0;0;0;0;0;0;0;0;0;4
0,650647501;148;6;2018;rural;0,3;0;1;0;0;0;0;0;0;0;4
0,650647501;148;7;2018;rural;0,142857143;0;0;0;0;0;0;0;0;1;1
0,650647501;148;8;2018;rural;0,285714286;0;1;1;0;0;0;0;0;1;4
0,650647501;148;9;2018;rural;0,1;0;1;0;0;0;0;0;0;0;4
0,650647501;148;10;2018;rural;0,2;0;0;0;0;0;0;0;0;0;4
0,650647501;148;11;2018;rural;0,166666667;0;1;0;0;0;0;0;0;0;4
0,650647501;148;12;2018;rural;0,3;0;0;1;0;0;0;0;0;1;4
0,650647501;148;13;2018;rural;0,333333333;0;0;0;0;0;0;0;0;0;4
0,650647501;148;14;2018;rural;0,25;0;0;1;0;0;0;0;0;0;4
0,650647501;148;15;2018;rural;0,333333333;0;0;0;0;0;0;0;0;0;4
0,650647501;148;16;2018;rural;0,2;0;1;1;0;0;0;0;0;0;4
0,650647501;148;17;2018;rural;0,5;0;1;0;0;0;0;0;0;0;4
0,650647501;148;18;2018;rural;0,125;0;1;1;0;0;0;0;0;0;4
0,650647501;148;19;2018;rural;0,5;0;1;1;0;0;0;0;0;0;1
0,650647501;148;20;2018;rural;0,2;0;0;0;0;0;0;0;0;0;1
0,650647501;148;21;2018;rural;0,25;0;0;0;0;0;0;0;0;1;1
0,650647501;148;22;2018;rural;0,25;0;0;0;0;0;0;0;0;1;1
0,650647501;148;23;2018;rural;0,285714286;0;1;0;0;0;0;0;0;1;4
0,650647501;148;24;2018;rural;0,166666667;0;0;1;0;0;0;0;0;0;4
0,650647501;148;25;2018;rural;0,2;0;1;0;0;0;0;0;0;0;4
0,650647501;148;26;2018;rural;0,5;0;0;0;0;0;0;0;0;0;4
1,10565684;149;1;2018;rural;0,4;0;0;1;0;0;0;0;0;1;1
1,10565684;149;2;2018;rural;0,333333333;0;0;0;0;0;0;0;0;1;1
1,10565684;149;3;2018;rural;1;0;0;0;0;0;0;0;0;1;1
1,10565684;149;4;2018;rural;0,5;0;1;0;0;0;0;0;1;1;1
1,10565684;149;5;2018;rural;0,333333333;0;1;1;0;0;0;0;1;1;1
1,10565684;149;6;2018;rural;0,142857143;0;0;1;0;0;0;0;0;1;1
1,10565684;149;7;2018;rural;0,333333333;0;1;1;1;0;0;0;0;1;1
1,10565684;149;8;2018;rural;0,333333333;0;1;0;0;0;0;0;0;1;1
1,10565684;149;9;2018;rural;0,333333333;0;0;0;0;0;0;0;0;1;4
1,10565684;149;10;2018;rural;0,333333333;0;0;1;0;0;0;0;0;1;1
1,10565684;149;11;2018;rural;0,333333333;0;0;0;0;0;0;0;0;1;4
1,10565684;149;12;2018;rural;0,166666667;0;0;0;0;0;0;0;0;1;4
1,10565684;149;13;2018;rural;0,5;0;1;0;0;0;0;0;0;1;1
1,10565684;149;14;2018;rural;1;0;0;0;0;0;0;0;0;1;1
1,10565684;149;15;2018;rural;0,5;0;0;1;0;0;0;0;0;1;1
1,10565684;149;16;2018;rural;0,2;0;0;0;0;0;0;0;0;1;1
1,10565684;149;17;2018;rural;0,6;0;1;1;1;0;0;0;1;1;1
1,10565684;149;18;2018;rural;0,25;0;0;1;1;0;0;0;1;1;1
1,10565684;149;19;2018;rural;0,142857143;0;0;0;0;0;0;0;1;0;1
1,10565684;149;20;2018;rural;0,25;0;1;0;0;0;0;0;0;1;1
1,10565684;149;21;2018;rural;0,25;0;0;0;0;0;0;0;1;1;1
1,10565684;149;22;2018;rural;0,25;0;0;1;0;0;0;0;0;1;1
1,10565684;149;23;2018;rural;0,2;0;1;0;0;0;0;0;0;1;1
1,10565684;149;24;2018;rural;1;0;1;0;0;0;0;0;1;1;1
1,10565684;149;25;2018;rural;0,333333333;0;0;1;0;0;0;0;0;1;1
1,10565684;149;26;2018;rural;0,25;0;1;0;0;0;0;0;0;1;1
0,605416135;150;1;2018;rural;0,333333333;0;1;1;0;0;0;0;1;0;1
0,605416135;150;2;2018;rural;0,25;0;1;0;0;0;0;0;0;1;1
0,605416135;150;3;2018;rural;0,2;0;1;0;0;0;0;0;0;1;1
0,605416135;150;4;2018;rural;0,333333333;0;1;1;0;0;0;0;1;1;4
0,605416135;150;5;2018;rural;0,25;0;1;0;0;0;0;0;0;1;1
0,605416135;150;6;2018;rural;0,333333333;0;1;0;0;0;0;0;0;1;1
0,605416135;150;7;2018;rural;0,5;0;1;1;0;0;0;0;0;1;1
0,605416135;150;8;2018;rural;0,25;0;1;0;0;0;0;0;1;1;1
0,605416135;150;9;2018;rural;0,333333333;0;1;1;0;0;0;0;0;1;1
0,605416135;150;10;2018;rural;0,25;0;1;0;0;0;0;0;0;1;1
0,605416135;150;11;2018;rural;0,2;0;1;0;0;0;0;0;0;1;1
0,605416135;150;12;2018;rural;0,5;0;1;0;0;0;0;0;0;1;1
0,605416135;150;13;2018;rural;0,25;0;0;0;0;0;0;0;0;1;1
0,605416135;150;14;2018;rural;0,25;0;1;1;0;0;0;0;1;1;1
0,605416135;150;15;2018;rural;0,5;0;0;0;0;0;0;0;0;1;1
0,605416135;150;16;2018;rural;0,333333333;0;1;1;0;0;0;0;1;1;1
0,605416135;150;17;2018;rural;0,2;0;0;0;0;0;0;0;0;1;1
0,605416135;150;18;2018;rural;0,166666667;0;1;0;0;0;0;0;0;1;1
0,605416135;150;19;2018;rural;1;0;1;0;0;0;0;0;0;1;1
0,605416135;150;20;2018;rural;0,25;0;1;1;0;0;0;0;0;1;1
0,605416135;150;21;2018;rural;0,666666667;0;1;1;0;0;0;0;1;1;1
0,605416135;150;22;2018;rural;0,25;0;1;1;0;0;0;0;1;1;1
0,605416135;150;23;2018;rural;0,25;0;1;0;0;0;0;0;1;1;1
0,605416135;150;25;2018;rural;0,5;0;1;0;0;0;0;0;1;1;1
0,605416135;150;26;2018;rural;0,5;0;0;0;0;0;0;0;1;1;1
1,42723905;151;1;2018;rural;0,333333333;0;0;0;0;0;0;0;0;1;4
1,42723905;151;2;2018;rural;0,333333333;0;1;0;0;0;0;0;0;0;4
1,42723905;151;3;2018;rural;0,25;0;1;1;1;0;0;0;0;1;4
1,42723905;151;4;2018;rural;0,333333333;0;1;0;0;0;0;0;0;1;1
1,42723905;151;5;2018;rural;0,333333333;0;0;1;0;0;0;0;0;1;4
1,42723905;151;6;2018;rural;0,25;0;1;1;0;0;0;0;0;0;4
1,42723905;151;7;2018;rural;0,166666667;0;1;0;0;0;0;0;0;1;1
1,42723905;151;8;2018;rural;0,333333333;0;1;0;0;0;0;0;0;0;1
1,42723905;151;9;2018;rural;0,166666667;0;0;0;0;0;0;0;0;0;4
1,42723905;151;10;2018;rural;0,428571429;0;1;1;0;0;0;0;0;1;1
1,42723905;151;11;2018;rural;0,2;0;1;1;0;0;0;0;0;1;1
1,42723905;151;12;2018;rural;0,333333333;0;1;0;0;0;0;0;0;1;1
1,42723905;151;13;2018;rural;0,2;0;1;1;0;0;0;0;0;0;4
1,42723905;151;14;2018;rural;0,3;0;1;0;0;0;0;0;0;1;1
1,42723905;151;15;2018;rural;0,4;0;1;0;0;0;0;0;0;1;4
1,42723905;151;16;2018;rural;0,333333333;0;1;0;0;0;0;0;1;1;1
1,42723905;151;17;2018;rural;0,5;0;0;0;0;0;0;0;0;1;1
1,42723905;151;19;2018;rural;0,333333333;0;1;1;0;0;0;0;0;1;1
1,42723905;151;20;2018;rural;0,166666667;0;1;0;0;0;0;0;0;1;1
1,42723905;151;21;2018;rural;0,333333333;0;1;0;0;0;0;0;0;1;4
1,42723905;151;22;2018;rural;0,333333333;0;1;0;0;0;0;0;0;1;1
1,42723905;151;23;2018;rural;0,25;0;1;0;0;0;0;0;0;1;1
1,42723905;151;25;2018;rural;0,5;0;0;1;0;0;0;0;0;0;4
1,42723905;151;26;2018;rural;0,25;0;0;0;0;0;0;0;0;0;4
0,669672281;152;1;2018;rural;0,25;0;1;1;0;0;0;0;0;1;1
0,669672281;152;2;2018;rural;1;0;1;1;0;0;0;0;0;1;1
0,669672281;152;3;2018;rural;0,166666667;0;0;0;0;0;0;0;0;1;1
0,669672281;152;4;2018;rural;0,5;0;0;0;0;0;0;0;0;1;4
0,669672281;152;5;2018;rural;0,333333333;0;0;0;0;0;0;0;0;1;1
0,669672281;152;6;2018;rural;0,166666667;0;0;0;0;0;0;0;0;1;1
0,669672281;152;7;2018;rural;0,2;0;0;0;0;0;0;0;0;1;1
0,669672281;152;8;2018;rural;0,3;0;0;1;0;0;0;0;0;1;1
0,669672281;152;9;2018;rural;0,166666667;0;1;0;0;0;0;0;0;1;1
0,669672281;152;10;2018;rural;0,2;0;1;1;0;0;0;0;0;1;1
0,669672281;152;11;2018;rural;0,25;0;1;0;0;0;0;0;0;1;4
0,669672281;152;12;2018;rural;0,333333333;0;1;1;0;0;0;0;0;1;1
0,669672281;152;13;2018;rural;0,25;0;1;0;0;0;0;0;0;1;1
0,669672281;152;14;2018;rural;0,375;0;1;0;0;0;0;0;0;1;1
0,669672281;152;15;2018;rural;0,111111111;0;1;0;0;0;0;0;0;0;4
0,669672281;152;16;2018;rural;0,285714286;0;1;1;0;0;0;0;0;1;4
0,669672281;152;17;2018;rural;0,333333333;0;0;0;0;0;0;0;0;1;4
0,669672281;152;18;2018;rural;0,2;0;0;0;0;0;0;0;0;1;4
0,669672281;152;19;2018;rural;0,166666667;0;0;0;0;0;0;0;0;1;1
0,669672281;152;20;2018;rural;0,090909091;0;0;0;0;0;0;0;0;1;4
0,669672281;152;21;2018;rural;0,285714286;0;1;1;0;0;0;0;0;0;4
0,669672281;152;22;2018;rural;0,125;0;0;0;0;0;0;0;0;1;1
0,669672281;152;23;2018;rural;0,333333333;0;0;0;0;0;0;0;0;1;1
0,669672281;152;24;2018;rural;0,5;0;1;0;0;0;0;0;1;1;1
0,669672281;152;25;2018;rural;0,2;0;1;0;0;0;0;0;0;1;1
0,669672281;152;26;2018;rural;0,2;0;0;1;0;0;0;0;0;0;4
0,531314771;153;1;2018;rural;0,5;0;0;0;0;0;0;0;0;0;4
0,531314771;153;2;2018;rural;0,285714286;0;0;0;0;0;0;0;0;0;4
0,531314771;153;3;2018;rural;0,333333333;0;1;1;0;0;0;0;0;0;4
0,531314771;153;4;2018;rural;0,222222222;0;1;0;0;0;0;0;0;0;4
0,531314771;153;5;2018;rural;0,166666667;0;1;0;0;0;0;0;1;1;4
0,531314771;153;6;2018;rural;0,166666667;0;0;1;0;0;0;0;1;1;1
0,531314771;153;8;2018;rural;0,25;0;0;1;0;0;0;0;1;1;1
0,531314771;153;9;2018;rural;0,25;0;0;0;0;0;0;0;0;1;4
0,531314771;153;10;2018;rural;0,4;0;1;0;0;0;0;0;1;1;1
0,531314771;153;11;2018;rural;0,25;0;0;1;0;0;0;0;0;1;4
0,531314771;153;12;2018;rural;0,5;0;0;0;0;0;0;0;0;1;1
0,531314771;153;13;2018;rural;0,5;0;0;0;0;0;0;0;0;1;1
0,531314771;153;14;2018;rural;0,285714286;0;0;0;0;0;0;0;0;1;1
0,531314771;153;15;2018;rural;0,25;0;0;0;0;0;0;0;0;1;1
0,531314771;153;16;2018;rural;0,25;0;1;1;0;0;0;0;0;1;1
0,531314771;153;17;2018;rural;0,333333333;0;0;0;0;0;0;0;1;1;1
